125,0,5,7
250,0,3,7
250,0,5,7
750,0,3,6
1250,0,3,6
250,0,3
125,0,1,3
125,0,2,4
125,0,7
125,0,1,3
125,0,2,3
125,0,2,3
250,0,2,3
250,0,2
250,0,5
125,0,5
125,6,5
125,11,5,11
125,1,4
125,2,5
125,2,3,8
250,0,5,9
250,0,1
125,6,2,9
125,2,2,4
125,1,3,7
1000,5,3,7
125,5,3,7
125,6,3,7
125,3,2,7
125,3,2,6
125,3,2,6
250,8,5,9
125,4,5,9
250,4,5,9
125,8,2,6
125,4,2,6
125,2,3,8
125,1,3,8
125,11,1,5
125,1,1,2
125,5,7,9
125,1,7,9
125,2,7,9
125,1,7,9
125,5,3
125,1,1,5
125,7,1,5
125,1,2,5
125,1,7,8
125,11,4,7
125,1,4,7
125,7,5,9
125,7,5,9
125,1,
125,11,
125,8,
125,1,
125,11,
125,1,2
125,2,8,10
125,4,3,6
125,4,9
125,2,9
125,10,5,9
125,8,3,7
125,4,3,7
125,1,3,7
125,1,2,5
125,11,3,5
125,6,
125,6,
125,8,
125,4,
125,4,3
125,6,4
125,6,4,7
125,6,7
500,1,6
500,5,9
1750,1,8
250,5,3,8
250,5,9
125,1,4,7
125,5,7
125,6,4,6
125,10,
250,1,3,9
125,5,4
125,1,5
125,11,1,8
125,1,5,9
125,11,4,7
125,1,4,7
125,1,2,6
125,3,2,6
125,3,3,8
125,4,3
125,3,4,7
125,5,4,7
