125,7,5,7
125,0,5
125,7,5
125,5,9
125,7,2,4
125,7,5,7
125,2,3,8
125,1,3,6
125,1,1,3
125,9,4,5
250,1,
125,1,
125,2,
500,10,
250,2,9
250,11,4,10
250,11,4,10
125,1,5,7
125,11,4,8
125,1,4,7
125,11,4,7
250,1,3,8
125,11,6,11
125,0,1,10
125,0,1
125,0,1,3
125,0,1
125,0,9
125,0,9
250,0,7,9
125,0,
125,0,3
125,0,1,3
125,0,1,3
125,0,7,10
125,0,8
125,0,9
125,0,4,7
125,0,4,7
250,1,4,7
250,5,4,7
125,3,7
125,3,7
250,3,7
250,9,4,7
250,3,4,7
125,3,3,7
125,7,2,4
125,4,1,3
125,8,3
250,4,4,8
500,1,3,7
2000,11,4,9
500,1,
1750,2,2,5
1750,10,
1250,2,
2250,8,2,5
2250,10,3,6
1250,11,1,3
1250,0,1,3
500,0,2,3
125,0,2,3
125,0,2,4
250,0,4,7
125,0,1,4
125,0,1,4
125,0,4,5
125,0,3,7
125,0,4,9
750,0,
250,0,2,3
250,0,3
250,0,3
250,0,3
125,0,8
125,0,8
125,0,4,7
125,0,3
125,0,4
500,0,4
500,0,5,9
125,0,4,7
125,0,4,7
125,0,2,6
125,0,4,10
125,0,4,10
125,0,4,7
125,0,2,5
125,0,2,5
125,0,2
125,0,5,8
500,0,6,9
500,0,6,9
500,0,7
500,0,4
250,0,1,7
250,8,2,10
250,4,8
125,2,4
