125,11,5,7
125,7,
125,1,
125,5,7
125,1,7,10
125,5,5,10
125,7,3,6
125,1,4,7
125,1,9
125,7,4
125,5,3
125,1,3
125,11,3
125,0,3
250,11,2,5
250,1,4,5
250,3,4,5
500,3,4,5
250,6,1
250,6,1,3
500,6,9,10
500,6,6
125,0,6
125,0,4,6
125,0,4
125,0,3
125,3,4,9
125,3,3,9
125,1,8
125,1,
250,6,3,7
250,10,3,8
250,1,3,4
500,2,1,6
750,6,1,9
1500,6,8
1500,2,5,8
750,1,2,5
750,11,3,8
250,1,3,8
250,7,3,8
250,1,3,5
500,1,3,5
500,11,5,6
250,6,1,6
500,6,2,3
250,6,2,9
250,9,4
125,4,4,5
125,4,1,5
125,4,3,8
125,8,3,8
125,4,3,8
125,4,
125,3,10
125,3,7,10
125,3,6,8
125,6,4,7
125,5,2,9
125,1,1,8
125,1,2,8
125,1,2,5
125,5,4,7
125,2,4,6
125,10,4
125,2,7
125,2,5,7
125,8,4,7
125,0,
125,0,
250,0,4
125,1,4
125,11,4,8
125,1,2,3
125,11,2,3
125,1,2,3
125,2,2,3
125,11,2,3
125,1,1,3
125,7,3,7
125,5,5,8
125,1,7,9
125,7,3,5
125,5,2,4
125,7,1,8
125,6,2,3
250,6,1,11
500,0,1,11
1250,0,3,8
1250,0,6
1000,0,6
125,0,6
125,0,6,8
125,0,6,8
250,0,9
125,0,7
125,0,
125,0,
125,0,
125,0,5,9
