125,1,3,8
250,8,3,13
250,1,3,7
125,11,3,6
125,5,3,6
125,5,6,9
125,9,5,13
125,9,4,7
125,1,3,6
125,3,5,8
125,6,3,6
125,6,3,8
250,5,5,9
250,2,4,8
250,2,5,14
125,2,3,8
250,2,5,8
250,1,5,8
125,5,6,9
500,4,3,7
500,11,5,8
1750,9,2,6
250,11,5,9
500,0,2,7
500,1,2,13
125,5,2,4
125,3,4,9
250,6,5,10
500,5,4,7
125,1,5,14
250,1,4,7
250,3,6,13
250,2,4,14
125,10,6,13
125,1,4,10
125,2,3,6
250,10,3,7
500,3,4,14
125,7,2,6
750,7,3,7
750,2,5,13
500,1,2,6
500,0,2,13
500,0,6,13
250,0,8,14
125,1,3,6
1000,3,2,5
500,6,6,9
250,6,3,8
125,5,4,13
500,0,4,8
250,0,3,7
250,0,2,6
125,1,3,7
125,8,3,10
125,7,9,14
1000,1,2,6
1000,3,2,6
1000,4,3,6
1000,2,3,6
250,0,6,13
500,0,2,6
125,4,5,10
125,11,6,9
250,4,3,8
500,4,4,7
250,4,4,13
500,10,2,13
125,6,2,13
125,6,10,13
125,0,6,13
500,0,2,6
250,0,2,6
750,0,6,13
500,0,6,13
125,0,5,13
125,2,3,8
125,6,7,14
125,4,7,14
250,1,3,8
250,0,7,14
125,0,3,8
125,0,4,14
250,5,3,8
250,1,3,8
125,4,4,7
250,8,3,8
125,0,3,8
125,0,2,8
250,11,3,8
500,11,3,8
500,11,4,10
250,8,4,13
250,0,4,13
500,8,3,7
125,0,3,8
125,0,4,14
250,3,7,14
500,2,7,10
750,4,3,7
